TICKER,PUBLICATION_DATE,SUMMARY
TSLA,2017-10-10 04:50:23 +0000,Futures for the S amp P 500 index Nasdaq 100 and Dow industrials rose slightly early Tuesday morning Tesla TSLA recouped some regular session Monday losses on an after hours price target hike and chip equipment maker Ichor Holdings ICHR shot up on a new
TSLA,2017-10-10 04:01:00 +0000,"James Chao, managing director, Asia-Pacific, IHS Markit, says Tesla may be highly focused on quality in it production schedule glitches - giving the slowdown a potential silver lining."
TSLA,2017-10-10 02:51:56 +0000,Suddenly investors are super interested in General Motors NYSE GM Shares of the Detroit auto giant were up over 11 last week over the last three months they ve jumped 29 In fact GM didn t just hit a 52 week high last Friday it hit an all time high since
TSLA,2017-10-10 01:05:00 +0000,GM&apos;s shares have risen almost 30% in the last three months. Hereâ€™s why.
TSLA,2017-10-09 23:52:18 +0000,One item that could have gone overlooked in Tesla s NASDAQ TSLA recent update on third quarter vehicle deliveries was its rebound in Model S deliveries Sure the huge miss on its Model 3 production target encompasses the news from the release that investors should care
TSLA,2017-10-09 23:50:00 +0000,"Goldberg Law PC, a national shareholder rights litigation firm, announces that it is investigating claims on behalf of investors of Tesla, Inc. ."
TSLA,2017-10-09 22:06:00 +0000,"Five years after its launch, the Model S has undeniable staying power."
TSLA,2017-10-09 21:52:27 +0000,It seems Tesla TSLA won t take reports that it is struggling to automate its production of Model 3 vehicles lying down but the reports keep coming in fast and furious The company rebuked as fundamentally wrong and misleading a Wall Street Journal report late Friday
TSLA,2017-10-09 21:50:54 +0000,SpaceX launched 10 satellites for Iridium Communications IRDM Monday as SpaceX Boeing BA and maybe even Apple AAPL get their own satellite fleets ready to provide internet access from space ibd display video id 2117998 width 50 float
TSLA,2017-10-09 21:11:04 +0000,Wall Street s major averages closed lower on Monday as market players prepared for Q3 earnings from the banking sector and the minutes from the September Federal Open Market Committee meeting Shares of component stock General Electric GE contributed to the brunt of today s losses in the
TSLA,2017-10-09 21:07:00 +0000,"Tesla has been a nicely marketed company by Elon Musk, says Fiat Chrysler CEO Sergio Marchionne. But, there is a problem with what Musk is selling points out Marchionne."
TSLA,2017-10-09 20:27:00 +0000,"NEW YORK , Oct. 9, 2017 /PRNewswire/ --Â Attorney Advertising -- Bronstein, Gewirtz & Grossman, LLC is investigating potential claims on behalf of purchasers of Tesla, Inc.Â (""Tesla"" or the ""Company"") ..."
TSLA,2017-10-09 20:14:42 +0000,Tesla won&apos;t take reports that it is struggling to automate Model 3 vehicle production lying down.
TSLA,2017-10-09 20:03:59 +0000,America&apos;s greatest living inventor has done it again.
TSLA,2017-10-09 19:55:00 +0000,"The debate over Tesla seems to be a particularly partisan battle, even by Wall Street standards.  One Wall Street analyst has come to describe the two camps as â€œblue pillersâ€ù and â€œred pillers,â€ù referring to the Matrix in which people taking a blue pill live in a simulated world, while the red pill folks are forced to deal with reality.  Thus far, it seems, the blue pillers are winning says Brian Johnson, who covers Tesla for Barclays."
TSLA,2017-10-09 19:27:00 +0000,"NEW YORK, Oct. 9, 2017 /PRNewswire/ -- Pomerantz LLP is investigating claims on behalf of investors of Tesla, Inc. (""Tesla"" or the ""Company"") (NASDAQ:Â TSLA).Â Â  Such investors are advised to contact Robert S. Willoughby at rswilloughby@pomlaw.com or 888-476-6529, ext. 9980."
TSLA,2017-10-09 19:21:00 +0000,"First Tesla's (TSLA) CEO Elon Musk offered to help restore electricity to Puerto Rico's with the help of high-powered batteries.  Then Alphabet (GOOGL) stepped up, hoping to test itsÂ experimental Project Loon balloon technology to restore wireless service.  As The Wall Street Journal covers in a Monday story, Alphabet got approval from theÂ Federal Communications Commission Friday evening, but still needs to find a wireless carrier as a partner."
TSLA,2017-10-09 19:10:00 +0000,"JJ Kinahan, TD Ameritrade, says clients were net buyers in September. So what are they doing to prepare for Q4?"
TSLA,2017-10-09 18:51:32 +0000,The stock market stuck to a similar script Monday trading mostly unchanged and holding near highs in afternoon trading Volume was light due to the Columbus Day holiday ibd display video id 2340810 width 50 float left autostart true The Dow Jones industrial average S amp P 500
TSLA,2017-10-09 18:39:13 +0000,"Bernstein in a note released Monday delved on the disruptive potential of Tesla Inc (NASDAQ: TSLA ). The firm is also very bullish on the long-term growth of the market for electric vehicles, which Tesla ..."
TSLA,2017-10-09 18:38:56 +0000,"Elon Musk&apos;s offer to rebuild Puerto Rico&apos;s power grid represents a major change in the way we think about disaster aid, says Jake Novak."
TSLA,2017-10-09 18:38:56 +0000,"Elon Musk's offer to rebuild Puerto Rico's power grid represents a major change in the way we think about disaster aid, says Jake Novak."
TSLA,2017-10-09 18:34:00 +0000,"Toni SacconaghiÂ with BernsteinÂ on Friday unleashed a mammoth (112 pages) â€œblack bookâ€ù on TeslaÂ (TSLA), chockablock with charts and graphs and data points, among which one point stands out as key for the company, in his view: gross profit margin.  Sacconaghi, who is bullish on the prospect forÂ electric vehiclesÂ overall â€” he thinks they may take over 60% of the market by 2050 â€” calls Teslaâ€™s the most controversial and polarizing stock among all the stocks he and others at Bernstein cover.  Sacconaghi has a Market Perform rating on Tesla shares, and a $265 price target."
TSLA,2017-10-09 18:10:00 +0000,"Alex Crooke, head of global equity income at Janus Henderson Global Investors, discusses the ongoing rally and where he's putting money now."
TSLA,2017-10-09 17:51:12 +0000,"<div> Elon Musk has done a great job pitching Tesla   to the masses, but there are some problems says one industry titan.Â </div> <div> Â </div> <div> &quot;We still don't have a viable economic model for delivering an electric car,&quot; Fiat Chrysler   CEO Sergio Marchionne told a group of reporters at an event on Monday. &quot;As much as I like Elon Musk, and he's a good friend and actually he's done a phenomenal job of marketing Telsa, I remain unconvinced of a ... economic viability of the model that he's pitching.&quot;</div> <div> Â </div> <div> To Marchionne, the costs of producing an electric car need to come down in order to make them viable. If one can't get the costs down, then Marchionne believes automakers must develop cars that can use both gas and electric for power.Â </div> <div> Â </div> <div> Â </div> <div> And you say, Elon?</div> <div> Â   <div>  <strong>More of What's Trending on </strong>  <a href=""https://www.thestreet.com/"" target=""_blank""><strong>TheStreet</strong></a>  <strong>:</strong> </div>  <ul>   <li><a href=""https://www.thestreet.com/story/14334456/1/walmart-s-latest-e-commerce-offering-mobile-returns.html"" target=""_blank"">Here's Walmart's Latest Attempt at Making Life Easier and Getting You Off Amazon</a></li>   <li><a href=""https://www.thestreet.com/story/14315785/1/how-to-fire-people-like-jack-welch.html"" target=""_blank"">How to Fire People Like Former General Electric CEO Jack Welch</a></li>   <li><a href=""https://www.thestreet.com/story/14334445/1/trump-tax-plan-warren-buffett.html"" target=""_blank"">Trump's Tax Plan Could Boost Billionaire Warren Buffett's Net-Worth $10 Billion</a></li>   <li><a href=""https://www.thestreet.com/story/14312148/1/best-columbus-day-sales.html"" target=""_blank"">How to Hack Columbus Day Sales for the Best Deals</a></li>  </ul> </div>"
TSLA,2017-10-09 17:51:00 +0000,"Tesla shares are falling on a report it's having problems automating Model 3 production, but the company says the report is &quot;wrong.&quot;"
TSLA,2017-10-09 17:04:35 +0000,Reports have emerged suggesting that Tesla isn't yet mass-producing its Model 3. But CEO Elon...
TSLA,2017-10-09 17:01:11 +0000,"Solar supplies such as roofing, generators and tent shelters worth more than $2 million are expected to arrive in the territory in the coming weeks."
TSLA,2017-10-09 16:54:01 +0000,It s been a great year for owning public companies The S amp P 500 has gained 13 this year and continues to set new record highs Nearly everywhere investors look infrastructure energy industrials healthcare they ll find companies that seem to have the wind at their
TSLA,2017-10-09 16:27:00 +0000,"Elon Musk enjoys an early lead in the electric car marketplace, much like the iPhone did in its market. But analogies between the Model 3 and the iPhone may be becoming less sure."
TSLA,2017-10-09 15:57:17 +0000,Sergio Marchionne has a history of pushing back against the electrification trend elsewhere in the industry.
TSLA,2017-10-09 15:53:58 +0000,Tesla Inc TSLA has deferred the unveiling of its semi truck Tesla Semi to Nov 16 per an Autoblog report This is the second time that the automaker has rescheduled the unveiling of the truck The company s increased focus on mending production problems linked to Model 3 and raise
TSLA,2017-10-09 15:53:17 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips For the better part of 2017 Dow Jones Industrial Average component Intel Corporation NASDAQ INTC had not only failed to keep up with the broad market but had spent the bulk of year in the red That s all
TSLA,2017-10-09 15:33:00 +0000,"Investors shouldn&apos;t be surprised if Tesla, Northern Dynasty Minerals, and CF Industries head lower."
TSLA,2017-10-09 15:27:00 +0000,Delayed Model 3 deliveries and a behind schedule electric semi truck have pushed shares of...
TSLA,2017-10-09 15:12:17 +0000,This businessman is not thinking outside the box yet Image source Getty Images All work and no play makes Jack a dull boy The same goes for large businesses putting all of your company s effort into a single product can lead to stagnation and stale ideas Exploring
TSLA,2017-10-09 14:42:47 +0000,"Shares of Tesla Inc. dropped 2% in morning trade Monday, on track to snap a five-session win streak, after the company said it would delay the unveiling of its electric semi truck. The stock had rallied ..."
TSLA,2017-10-09 14:11:00 +0000,"Tesla CEO Elon Musk is again delaying the launch of his companyâ€™s all-electric semi truck, saying he wants his company to use the next month to fix production bottlenecks on the Model 3 assembly line and step up production of batteries for Puerto Rico and other storm-ravaged areas of the United States.  Last week, the company sent out â€œsave the dateâ€ù invitations to select customers and journalists, inviting them to the truckâ€™s official unveiling on Oct. 26 in Hawthorne.  The company produced just 260 Model 3s in the third quarter, short of the 1,500 cars it had hoped to produce."
TSLA,2017-10-09 14:00:00 +0000,"With the news that Tesla only produced 260 Model 3s in the third quarter instead of the 1,500 Elon Musk forecasted, the Wall Street Journal reports that Tesla has crossed the line and is misleading shareholders. Here's what someone with a great track record thinks of the news."
TSLA,2017-10-09 13:52:51 +0000,"Tesla shares are falling on a report it's having problems automating Model 3 production, but the company says the report is ""wrong."""
TSLA,2017-10-09 13:41:01 +0000,Tesla (TSLA) delays the unveiling of the semi-truck in order to focus on mending production problems linked to Model 3 and raise battery production for hurricane-affected Puerto Rico.
TSLA,2017-10-09 13:23:15 +0000,"Among the companies with shares expected to trade actively in Mondayâ€™s session are Tesla Inc., OneMain Holdings Inc., Walt Disney Co., General Electric Co., Alphabet Inc. and Apple Inc."
TSLA,2017-10-09 13:07:11 +0000,U.S. stocks looked set to resume their  recent rally on rising optimism over President Donald Trump's  proposed tax overhaul.  Hopes of tax reforms brightened after the  Republican-controlled U.S. House of Representatives on Thursday  approved a fiscal 2018 spending blueprint to help them advance  an eventual tax bill.
TSLA,2017-10-09 12:31:00 +0000,"Did you know that Disney is teaching robots how to walk on a ball? Or that Google wants to cure death? Yep, well-known companies can get into some weird and wonderful ideas."
TSLA,2017-10-09 11:45:18 +0000,These are the stocks posting the largest moves before the bell.
TSLA,2017-10-09 11:45:18 +0000,These are the stocks posting the largest moves before the bell.
TSLA,2017-10-09 11:03:01 +0000,"For the better part of 2017, Dow Jones Industrial Average component Intel Corporation (NASDAQ:INTC) had not only failed to keep up with the broad market, but had spent the bulk of year in the red.  What gives for this once-iconic tech stock that had fallen off the radar and was replaced by more compelling story stocks like Advanced Micro Devices, Inc. (NASDAQ:AMD) and NVIDIA Corporation (NASDAQ:NVDA)?  As it turns out, Intel hasnâ€™t been lost is a sea of irrelevancy."
TSLA,2017-10-09 09:47:00 +0000,Tesla Motors Inc. (TSLA) Is Losing Ground After Truck Delay
TSLA,2017-10-09 09:47:00 +0000,Tesla Motors Inc. (TSLA) Is Losing Ground After Truck Delay
TSLA,2017-10-09 09:00:00 +0000,"It's a much smaller market, but electric buses may account for nearly 7% of transit vehicle sales this year, and accelerate from 2018 with new BYD and Proterra factories. Though bus-making giant New Flyer expects steady growth that isn't dramatic, it's beefing up electric vehicle R&D."
TSLA,2017-10-09 04:31:55 +0000,"Tesla CEO Elon Musk is a visionary, which has endeared him to Wall Street analysts and investors alike, but there is a fine line between setting aggressive goals and misleading shareholders."
TSLA,2017-10-08 15:53:17 +0000,Tesla stock reverse early losses to trade higher after disappointing delivery numbers for its Model 3.
TSLA,2017-10-08 08:30:00 +0000,Tesla is in a tough spot with the Model 3.
TSLA,2017-10-07 22:50:53 +0000,Tesla NASDAQ TSLA updated its third quarter production deliveries schedule and things don t look good for the Model 3 which you ve probably seen reported already if you follow Tesla in the news In this week s episode of Industry Focus Energy Motley
TSLA,2017-10-07 21:07:00 +0000,"Yes, Tesla missed its Model 3 production estimates by a whopping 83% this quarter -- but thatâ€™s not the whole story."
TSLA,2017-10-07 20:51:03 +0000,Tech didn t fail to deliver some interesting fodder for investors this week Netflix NASDAQ NFLX decided that customers are willing to pay more Alphabet s NASDAQ GOOGL NASDAQ GOOG Google launched a huge new lineup of its Made by Google products and Tesla s
TSLA,2017-10-07 19:03:00 +0000,"Netflix, Alphabet, and Tesla stole the show this week. Here&apos;s what investors need to know."
TSLA,2017-10-07 16:56:08 +0000,"Tesla is delaying its semi truck unveiling about two weeks, as the company diverts resources toward producing more batteries for Puerto Rico."
TSLA,2017-10-07 15:57:36 +0000,"More than a month after launch, the automated assembly line was still not fully online."
TSLA,2017-10-07 13:45:09 +0000,"A report in the Wall Street Journal cited sources who say Tesla is still building some parts of its new Model 3 sedan by hand, not on the assembly line."
TSLA,2017-10-07 13:30:00 +0000,Tesla's sales numbers are still supply constrained -- and that bodes well for the long-term upside in shares. Chart shows shares are ready to rocket.
TSLA,2017-10-07 12:30:00 +0000,"In response to a Tesla customer asking if he would get his car delivered this year, Musk tweeted, &quot;December will be a big month, so probably, but it is impossible to be certain right now.&quot;"
TSLA,2017-10-07 03:31:00 +0000,"Review | Preview  General Motors has suddenly become an autonomously driven stock.  It has climbed from $35 in mid-August to $45 on, apparently, little more than chatter over GM being well-placed to make the self-driving, shared, battery-powered cars of the future.  On the other hand, Joseph Spak at RBC Capital Markets says itâ€™s time to pump the brakes on this GM narrative."
TSLA,2017-10-07 03:18:44 +0000,"Tesla blamed â€œproduction bottlenecksâ€ù for making only a fraction of the promised 1,500 Model 3s. Unknown to analysts, investors and the hundreds of thousands of customers who signed up to buy it, as recently ..."
TSLA,2017-10-07 02:53:06 +0000,"The U.S. Federal Communications Commission said late on Friday it had approved Alphabet Inc's application to provide emergency cellular service to Puerto Rico through balloons.  In the aftermath of Hurricane Maria, Puerto Rico has struggled to regain communications services.  The FCC said on Friday that 83 percent of cell sites remain out of service, while wireless communications company are deploying temporary sites."
TSLA,2017-10-07 02:51:01 +0000,For a third time Tesla NASDAQ TSLA CEO Elon Musk has delayed the electric car maker s unveiling of its all electric semi truck Tesla Semi unveil now Nov 16 Diverting resources to fix Model 3 bottlenecks amp increase battery production for Puerto Rico amp other
TSLA,2017-10-07 01:54:20 +0000,"The U.S. Federal  Communications Commission said late on Friday it had approved  Alphabet Inc's application to provide emergency  cellular service to Puerto Rico through balloons.  In the aftermath of Hurricane Maria, Puerto Rico has  struggled to regain communications services.  The FCC said on  Friday that 83 percent of cell sites remain out of service,  while wireless communications company are deploying temporary  sites."
TSLA,2017-10-07 01:51:54 +0000,Over the last few years graphics processing pioneer NVIDIA Corporation NASDAQ NVDA has been riding high on its growing success in the area of artificial intelligence AI Scientists found that the parallel processing capabilities that make graphics processing units GPUs superb
TSLA,2017-10-07 01:29:09 +0000,"Musk said Tesla's Model 3 was ""deep in production hell"" echoing his own comments in July, when he showed off some of the first cars of that model.  The Model 3 could help Tesla approach its goal of becoming more of a mass market producer.  Musk also tweeted the company was diverting resources to increasing battery production to help hurricane-hit Puerto Rico, where most residents remain without electricity."
TSLA,2017-10-07 01:03:00 +0000,"With troubles in Model 3 production being cited as one of the reasons for the delayed event, should investors be concerned?"
TSLA,2017-10-07 00:28:26 +0000,"Musk said Tesla's Model 3 was ""deep in production hell"" echoing his own comments in July, when he showed off some of the first cars of that model.  The Model 3 could help Tesla approach its goal of becoming more of a mass market producer.  Musk also tweeted the company was diverting resources to increasing battery production to help hurricane-hit Puerto Rico, where most residents remain without electricity."
TSLA,2017-10-07 00:06:00 +0000,"NVIDIA has been the undisputed leader in the GPU space for years, but AMD wants a piece of the lucrative AI market."
TSLA,2017-10-06 22:53:18 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips General Motors Company 160 NYSE GM 160 is taking a big stride toward its goals of an all electric future per Reuters The auto giant has plans of rolling out two new electric vehicles EVs in the next 18
TSLA,2017-10-06 22:52:00 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips Reportedly Snap Inc NYSE SNAP CEO Evan Spiegel has said that the company has sold over 150 000 Snapchat Spectacles since the specs debuted almost a year back Source Shutterstock Speaking at the Vanity Fair
TSLA,2017-10-06 22:51:36 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips With the Q3 earnings season round the corner for most of the sectors investors will be eager to add stocks that have the potential to surpass earnings expectations in the quarter This is because an earnings beat
TSLA,2017-10-06 22:47:30 +0000,"Tesla has been struggling to meet delivery deadlines on Model 3 and in the most recent quarter missed its initial production target.  Shares of the company showed little reaction to Musk's replies to Twiteratti, complaining about the company's production delays.  A Wall Street Journal report said parts of Model 3 were being made by hand as recently as early September, adding to production delays."
TSLA,2017-10-06 22:47:30 +0000,"Tesla has been struggling to meet delivery deadlines on Model 3 and in the most recent quarter missed its initial production target.  Shares of the company showed little reaction to Musk's replies to Twiteratti, complaining about the company's production delays.  A Wall Street Journal report said parts of Model 3 were being made by hand as recently as early September, adding to production delays."
TSLA,2017-10-06 22:30:00 +0000,Big automakers have jumped on the electric vehicle bandwagon and are now rushing to knock pioneer Tesla Motors off the throne
TSLA,2017-10-06 22:25:00 +0000,"The carmaker's plan for a rapid expansion of Model 3 output is on hold until initial production glitches are solved. Although Musk envisions a production system that's among the industry's most efficient, a report claims Tesla is hand-making major parts of its newest product."
TSLA,2017-10-06 21:44:26 +0000,The S amp P 500 index and Dow industrials set record highs through the week until the weak payroll report ended their hot streaks while the Nasdaq composite eked out another gain Netflix NFLX broke out and set new highs and General Motors GM soared on
TSLA,2017-10-06 21:43:35 +0000,While SpaceX Boeing BA Lockheed Martin LMT and 160 Blue Origin have their eyes on Mars the Trump Administration is looking to send Americans back to the moon ibd display video id 2117998 width 50 float left autostart true We will return American
TSLA,2017-10-06 21:41:03 +0000,Tesla TSLA Chief Executive Elon 160 Musk says Puerto Rico needs a lot of help amid Hurricane Maria s devastation of the island territory but that plus a number of other factors will delay the unveiling of the company s coming electric semi truck Musk also the CEO of
TSLA,2017-10-06 21:33:31 +0000,"Musk has offered to come to Puerto Rico&apos;s rescue with solar-energy technology, via Tesla&apos;s Solar City unit."
TSLA,2017-10-06 21:29:29 +0000,"The unveiling of the truck, called Tesla Semi, has been delayed for the second time this year.  Musk had initially said the truck would be unveiled in September, but he later rescheduled it to late October.  Semi eng/design team work is aces, but other needs are greater right now,"" Elon replied to a twitter user who asked him about the specifications of the semi-truck."
TSLA,2017-10-06 21:26:00 +0000,"Waymo's service could start as soon as this month in Arizona, according to online publication The Information."
TSLA,2017-10-06 21:14:00 +0000,Tesla CEO Elon Musk tweeted out the Tesla is delaying the semi unveiling. The â€œFast Moneyâ€ù traders weigh in.
TSLA,2017-10-06 21:10:15 +0000,"â€œThe Tesla team has [built solar grids] for many smaller islands around the world, but there is no scalability limit, so it can be done for Puerto Rico too,â€ùÂ Musk tweetedÂ on Thursday.  Such a project wouldnâ€™t be a first for the electric car maker as Tesla has done similar battery and solar power projects in places such asÂ the KauaÊ»i Island Utility Cooperative in Hawaii and in American Samoa.  The need for power with both projects were considerably smaller, affecting less people than the island of Puerto Rico."
TSLA,2017-10-06 21:09:31 +0000,"We&apos;re deep in &quot;production hell,&quot; Musk says."
TSLA,2017-10-06 20:59:43 +0000,"The S&P 500 index, Nasdaq composite and Dow industrials all set record highs through the week, until the weak payroll report ended their hot streaks."
TSLA,2017-10-06 20:57:39 +0000,"Tesla blamed â€œproduction bottlenecksâ€ù for making only a fraction of the promised 1,500 Model 3s. Unknown to analysts, investors and the hundreds of thousands of customers who signed up to buy it, as recently ..."
TSLA,2017-10-06 20:53:00 +0000,"Teslaâ€™s (TSLA) hasnâ€™t been able to make good on its delivery promises lately, disappointing investors who have to keep reining in their expectations. Now, The Wall Street Journal is reporting that part ..."
TSLA,2017-10-06 20:43:48 +0000,What s not to love about Tesla NASDAQ TSLA The stock is a huge outperformer up more than 1 000 over the past five years The company seems to be well on its way toward executing its longtime strategy of making electric vehicles and solar energy affordable for average
TSLA,2017-10-06 20:32:11 +0000,Tesla Inc. will push back the reveal of its semi truck by three weeks as the electric-car maker focuses on boosting production of its cheaper sedan model and increasing battery production for storm-ravaged ...
TSLA,2017-10-06 20:26:00 +0000,That date has now been delayed as Tesla ramps up its efforts in developing the Model 3's battery and focuses on assisting with the ongoing crisis in Puerto Rico caused by Hurricane Maria.
TSLA,2017-10-06 20:24:31 +0000,"Tesla Inc. is delaying the unveiling of its electric semi truck, which was originally set for Oct. 26. Chief Executive Elon Musk said Friday afternoon on Twitter that the event would be pushed back to ..."
TSLA,2017-10-06 20:21:00 +0000,A Reddit user posted a photo that could be Tesla's initial test of the semi truck in California.
TSLA,2017-10-06 20:19:40 +0000,"U.S. traffic fatalities surged nearly 6% last year, raising fresh concerns over impaired and reckless driving as Capitol Hill lawmakers weigh legislation to speed development of autonomous cars no longer ..."
TSLA,2017-10-06 20:19:00 +0000,CNBC's Sue Herera reports Tesla CEO Elon Musk has tweeted a new date for the Tesla semi unveiling.
TSLA,2017-10-06 20:18:55 +0000,Tesla CEO Elon Musk just announced that the company will delay its electric semi-truck reveal to...
TSLA,2017-10-06 19:32:00 +0000,Shares have outperformed the stock market handily over the past five years. Is it still a buy at this level?
TSLA,2017-10-06 19:24:00 +0000,"Puerto Rico is open to help from CEO Elon Musk and Tesla in getting its power grid back online.  Much of the U.S. territory has been without power since Hurricane Maria ravaged it.  The category 4 storm, which made landfall in late September, left millions of people without access to electricity and basic services."
TSLA,2017-10-06 19:11:18 +0000,"Musk also said in a tweet that he looked forward to talking to Puerto Rico Governor Ricardo Rossello on Friday about what Tesla could do to help restore power.  ""The internal Tesla Powerwall install team in (Puerto Rico) is very small right now."
TSLA,2017-10-06 18:16:04 +0000,This GM executive â€” who helps direct GMâ€™s efforts in autonomous driving â€” isnâ€™t buying a key Tesla claim.
TSLA,2017-10-06 17:29:54 +0000,Oct.06 -- The government ofÂ storm-battered Puerto Rico has taken to Twitter to engage Tesla Inc.â€™s Elon Musk to help with solving the islandâ€™s energy woes. Bloomberg's Max Chafkin has more on &quot;Bloomberg Markets.&quot;
TSLA,2017-10-06 16:36:24 +0000,"Oct.06 -- RomitÂ Shah, Nomura Instinet senior analyst, explains his bullish view on Tesla and responds to critics of his call. He speaks with Bloomberg's Julia Chatterley, Scarlet Fu and Joe Weisenthal on &quot;What'd You Miss?&quot;"
TSLA,2017-10-06 16:19:00 +0000,General Motors' director of autonomous vehicle integration Scott Miller blasted the Tesla CEO.
TSLA,2017-10-06 15:01:00 +0000,Twitter diplomacy between Elon Musk and Puerto Rico Governor Ricard Rossello could lead to a 'flagship project' for Tesla's power unit.
TSLA,2017-10-06 14:00:08 +0000,"A General Motors executive said that Elon Musk is ""full of crap"" when it comes to his claims..."
TSLA,2017-10-06 13:59:09 +0000,"Luxury electric carmaker Tesla is leasing and renovating a pair of office buildings in Fremont that could eventually house more than a thousand employees, the San Jose Mercury News reports .  The two offices at 6900 Dumbarton Circle total a little over 229,000 square feet and are owned by real estate development company Peery Arrillaga.  Tesla is in the middle of a hiring blitz: The company listed 2,483 open jobs worldwide as of Friday morning, with 516 open positions in Fremont alone."
TSLA,2017-10-06 13:32:00 +0000,The firm released a diverse list of companies that will benefit from the autonomous driving revolution.
TSLA,2017-10-06 13:27:22 +0000,"Bulls canâ€™t complain if the S&P ends lower on this jobs day, given the gauge hasnâ€™t closed in the red for nearly two weeks. Meanwhile, todayâ€™s call comes from a GM exec who isnâ€™t buying a key Tesla claim...."
TSLA,2017-10-06 12:19:34 +0000,Within 18 months.
TSLA,2017-10-06 12:14:56 +0000,"Puerto Rico is looking for answers to its devastating blackouts and leveled energy infrastructure. And Tesla Inc (NASDAQ: TSLA ), the worldâ€™s panacea, is as eager as ever to be the solution. CEO Elon Musk ..."
TSLA,2017-10-06 11:19:19 +0000,"When Scott Stapf read a story about Puerto Ricoâ€™s â€œonce-in-a-lifetime opportunity to rethink how it gets electricity,â€ù he had a thought: Could Elon Musk go in and rebuild the countryâ€™s electricity system ..."
TSLA,2017-10-06 11:10:43 +0000,Puerto Rico was devastated by Hurricane Maria last month with much of the island still without electricity.
TSLA,2017-10-06 10:20:00 +0000,The tech guru believes Tesla has the technology in place to solve power shortages on even bigger islands.
TSLA,2017-10-06 07:06:56 +0000,"Tesla has powered smaller islands on solar before, but nothing like this."
TSLA,2017-10-06 05:03:35 +0000,The government ofÂ storm-battered Puerto Rico has taken to Twitter to engage Tesla Inc.â€™s Elon Musk to help with solving the islandâ€™s energy woes.
TSLA,2017-10-05 21:30:00 +0000,"'The list of companies that are shooting at Tesla right now is not a short one,' writes an analyst."
TSLA,2017-10-05 20:49:45 +0000,"Donâ€™t look now, but Advanced Micro Devices, Inc (NASDAQ:AMD) just got a major shot across the bow by short investors that should have those in theÂ bull camp questioning how long they hang on to their AMD stock.  â€œShort Interest in shares of Advanced Micro Devices, a semiconductor manufacturer, reached an all-time high this week,â€ù Brett Weiss, director at S3 Partners, a financial analytics firm said.  â€œS3 Partners real-time short interest analytics calculates that the real time dollars at risk, on the short side, is $2.02 billion."
TSLA,2017-10-05 20:48:08 +0000,Big automakers were busy last week in building an all electric future Many automakers are gearing up for electric vehicles EVs In order to respond to stringent emissions norms and the proposals made by many countries to ban internal combustion engines powered with fossil fuels many
TSLA,2017-10-05 20:47:56 +0000,General Motors GM stock hit a record high Thursday for the fourth time in as many days helped by signs that it s beating rivals in the mass production and deployment of robo taxis and electric cars ibd display video id 2327656 width 50 float left autostart true
TSLA,2017-10-05 20:21:00 +0000,"Tesla has now been a public company for seven years, and sold hundreds of thousands of vehicles.  The spread between the most bearish and most bullish Tesla analyst is enormous.  The bottom of the range is $170, the price target from Cowen & Company analyst Jeffrey Osborne."
TSLA,2017-10-05 20:03:53 +0000,"Left claims that Shopifyâ€™s marketing tactics run afoul of Federal Trade Commission regulations, which likely will lead to an investigation.Â From a valuation standpoint, he argues thatÂ SHOP stock essentially is just too overvalued.  Is Left Right on Shopify Stock?  While the standard cries of â€œmarket manipulationâ€ù have accompanied Citronâ€™s bear raid, the firm does make a good case relative to Shopifyâ€™s advertising."
TSLA,2017-10-05 19:09:00 +0000,"A Seattle-area startup, backed by the venture capital arms of Boeing Co (BA.N) and JetBlue Airways Corp (JBLU.O) announced plans on Thursday to bring a small hybrid-electric commuter aircraft to market by 2022.  The small airliner is the first of several planes planned by Zunum Aero, which said it would seat up to 12 passengers and be powered by two electric motors, dramatically reducing the travel time and cost of trips under 1,000 miles (1,600 km).  Zunum's plans and timetable underscore a rush to develop small electric aircraft based on rapidly evolving battery technology and artificial intelligence systems that avoid obstacles on a road or in the sky."
TSLA,2017-10-05 18:22:06 +0000,"Big automakers&apos; willingness to shift towards electric vehicles continues. Following a prolonged slide, auto sales bounce back in September."
TSLA,2017-10-05 17:07:30 +0000,"A Seattle-area startup backed by the venture arms of Boeing Co (BA.N) and JetBlue Airways Corp (JBLU.O) plans to bring a small hybrid-electric airliner to market by 2022 that can dramatically reduce the travel time and cost of trips under 1,000 miles (1,600 km), it said on Thursday.  The first of several aircraft planned by Zunum Aero would seat up to 12 passengers and be powered by two electric motors.  Electric-vehicle batteries, such as those made by Tesla Inc (TSLA.O) and Panasonic Corp <6752.T>, would power the motor."
TSLA,2017-10-05 15:59:07 +0000,"NEW YORK, Oct. 05, 2017-- In new independent research reports released early this morning, Fundamental Markets released its latest key findings for all current investors, traders, and shareholders of Microsoft ..."
TSLA,2017-10-05 15:50:39 +0000,Tuesday was the day bankrupt Suniva and SolarWorld made their case to the International Trade Commission 160 arguing 160 what they think protections against solar imports should look like Tariffs price floors and import quotas were all discussed and could all be bad for the
