TICKER,PUBLICATION_DATE,SUMMARY
AAPL,2018-05-02 18:49:06 +0000,Apple Inc. provided something for everyone with its second-quarter earnings report.  Walkley called the iPhone numbers â€œbetter than fearedâ€ù and reiterated his optimism about iPhone performance going forward.
AAPL,2018-05-02 18:22:06 +0000,"Shares of Apple (AAPL) opened higher on Wednesday after the company reported second quarter financial results that impressed investors. But while many might be pleased to see that iPhone unit sales and revenues climbed, it is worth looking at just how dependent Apple is on the product that turned it into a behemoth."
AAPL,2018-05-02 18:22:06 +0000,"iPhone unit and ASP were both below expectations, but the business remains strong."
AAPL,2018-05-02 18:09:21 +0000,"Investors support Apple's effort to look beyond its signature product, the iPhone, for growth.  A 31 percent increase in services revenue to $9.2 billion was a bright spot in earnings reported on Tuesday, lifting overall gross margins as well as sales, the company said.  Apple subscribers, who include customers paying for third-party apps on iPhones, rose 100 million in the last year to 270 million."
AAPL,2018-05-02 18:05:18 +0000,"Leading the Apple Inc. (NASDAQ:AAPL) rumor mill today is news of plans to expand FaceTime.  FaceTime: Apple is currently in negotiations to bring FaceTime to theÂ United Arab Emirates (UAE), reports 9to5Mac.  The FaceTime feature is banned in theÂ United Arab Emirates, which is why AAPL has to negotiate with the local government to introduce the feature."
AAPL,2018-05-02 17:42:00 +0000,"Apple published its Q2 2018 results on Tuesday, reporting a better than expected set of numbers that were driven by robust growth in the Chinese market (where revenues were up 21%), expanding iPhone sales and a soaring Services business.  In this note, we take a look at a few of the more subtle, yet significant trends from the earnings release and what it could mean for Apple over the long run.  View our interactive dashboard analysis which outlines our valuation for Appleâ€™s stock."
AAPL,2018-05-02 17:36:57 +0000,"Apple already has a massive content business, despite barely dipping its toe into the lucrative world of TV programming. The company, which announced its second-quarter earnings yesterday (May 1), lumps together its sales of music from iTunes, apps, games, and movies on the App Store, and Apple Music and iCloud subscriptions, into a business lineâ€_"
AAPL,2018-05-02 17:25:19 +0000,"IMAX generates income by installing systems and upgrading and repairing systems, and it generates some revenue via revenue-sharing agreements on certain screens in certain locations.  IMAX bulls have been crowing for 10 years that these revenue-sharing agreements will bring in tons and tons of money.  Granted, the first quarter doesnâ€™t have any gigantic blockbusters, but if you look at quarters in which there have been massive blockbusters, revenue sharing simply doesnâ€™t live up to its promise."
AAPL,2018-05-02 17:20:00 +0000,"rose 4.4% after the iPhone maker's fiscal-second quarter earnings beat Wall Street estimates.  The Federal Reserve is expected to keep interest rates unchanged when it makes an announcement at 2 p.m. ET on Wednesday.  Stocks wavered on Wednesday, May 2, ahead of an announcement on interest rates from the Federal Reserve and as shares of Apple Inc."
AAPL,2018-05-02 17:17:00 +0000,"Walter Piecyk, BTIG managing director, discusses his firmâ€™s Apple iPhone estimates after the company beat earnings and revenue estimates."
AAPL,2018-05-02 16:56:05 +0000,"All eyes were on Apple leading up to its earnings report late Tuesday, and the iPhone maker didn&apos;t disappoint with its results or price action."
AAPL,2018-05-02 16:36:04 +0000,"Shares of Apple (AAPL) popped over 4% on Wednesday morning as investors react positively to the company&apos;s strong top and bottom line growth as well as Apple&apos;s massive stock buyback announcement. With that said, Apple&apos;s Services unit, which includes Apple Music, is one less heralded reason to feel good about the iPhone giant&apos;s second quarter financial results."
AAPL,2018-05-02 16:29:00 +0000,"Want to know why the Dow Jones Industrial Average is doing what it's doing?  12:21 p.m. The market really has gone nowhere today, and why should it with the Fed on deck?  The Dow Jones Industrial AverageÂ is down 51.96 points, or 0.2%, at 24,047.09, while theÂ S&P 500Â has declined 0.3% to 2647.62 and theÂ Nasdaq Composite is off 0.1% to 7123.71."
AAPL,2018-05-02 16:12:20 +0000,"By Helen Reid LONDON (Reuters) - European shares rose on Wednesday, boosted by some strong earnings updates and a rising tech sector after results from Apple exceeded weak expectations. Shares in AMS, ..."
AAPL,2018-05-02 16:10:00 +0000,"Toni Sacconaghi, Bernstein senior analyst, discusses Apple's second-quarter earnings and what he sees for the stock going forward."
AAPL,2018-05-02 16:02:00 +0000,"rose 4.1% after the iPhone maker's fiscal-second quarter earnings beat Wall Street estimates.  The Federal Reserve is expected to keep interest rates unchanged when it makes an announcement at 2 p.m. ET on Wednesday.  Stocks traded lower Wednesday, May 2, with shares of Apple Inc."
AAPL,2018-05-02 16:01:00 +0000,The â€œFast Money Halftime Reportâ€ù traders discuss Apple's second quarter earnings and how it's transforming past an 'iPhone' company.
AAPL,2018-05-02 15:51:00 +0000,China is one of Apple's most important and competitive markets.
AAPL,2018-05-02 15:50:26 +0000,And it added billions to the bottom line last quarter.
AAPL,2018-05-02 15:45:00 +0000,"There is an astounding aspect to Apple that many investors havenâ€™t focused on.  Apple previously needed many years to amass 170 million subscribers.  Services will likely be the growth engine for Apple, unless the Cupertino, Calif.-based company  comes up with a new product line."
AAPL,2018-05-02 15:44:00 +0000,"For the past 10 years, the investment story on Apple was fairly straightforward.  The Apple story is more diversified than the company gets credit for, and Tuesday night's earnings report emphatically proves it.  Apple AAPL sold 52.5 million iPhones in the first three months of 2018, missing analyst projections of 53 million units sold."
AAPL,2018-05-02 15:42:28 +0000,"The U.S. dollar rose to  four-month highs against a basket of major currencies and world  stock indexes mostly edged lower on Wednesday as investors  awaited the outcome of a Federal Reserve meeting and possible  indications on the interest rate outlook.  Forecast-beating results from the world's biggest company,  Apple Inc, lifted tech shares, limiting losses in  stocks.  Expectations that the Fed will signal more policy tightening  ahead kept some investors cautious."
AAPL,2018-05-02 15:38:00 +0000,"rose 4.1% after the iPhone maker's fiscal-second quarter earnings beat Wall Street estimates.  The Federal Reserve is expected to keep interest rates unchanged when it makes an announcement at 2 p.m. ET on Wednesday.  Stocks traded mixed Wednesday, May 2, with shares of Apple Inc."
AAPL,2018-05-02 15:35:05 +0000,"Nokia Oyj was the worldâ€™s dominant mobile-phone maker until it suffered a humiliating collapse after underestimating the appeal of smartphones made by Apple Inc. and others.  Now, Nokia looks to have made a similar miscalculation on smartwatches.  Nokia announced plans Wednesday to sell off a digital-health business it acquired just two years ago to capitalize on the popularity of wearable fitness trackers such as those made by Fitbit Inc. Since then, however, makers of the gadgets have struggled as competitors such as Apple introduce similar features on their smartwatches."
AAPL,2018-05-02 15:21:44 +0000,"Apple Inc. provided something for everyone with its second-quarter earnings report.  â€œWe believe Appleâ€™s ecosystem approach including an install base of over 1.3 billion devices globally is leading to record services revenue, and we expect the higher-margin services revenue growth to continue outpacing total company growth,â€ù wrote Canaccord Genuity analyst Michael Walkley, who rates the stock a buy and raised his price target to $208 from $200.  Walkley called the iPhone numbers â€œbetter than fearedâ€ù and reiterated his optimism about iPhone performance going forward."
AAPL,2018-05-02 15:11:00 +0000,"BMW, Ford, Renault and General Motors joined a new working group to get blockchain technology into your car.  The Mobility Open Blockchain Initiative aims to speed up the adoption of the same technology that underpins bitcoin, with use cases ranging from autonomous payments to ridesharing.  ""This is a tectonic shift in the tech landscape, that has the potential to disrupt the growth plans of legacy tech into the auto,"" says Brian Kelly, founder and CEO of BKCM."
AAPL,2018-05-02 15:10:23 +0000,"Research firm IDC said Wednesday that smartphone shipments dropped 2.9% in the first quarter, fueled by weakness in China.  A total of 334.3 million smartphones shipped during the quarter, down from 344.4 million a year earlier.  IDC said that shipments in China dropped to below 100 million for the first time since 2013."
AAPL,2018-05-02 15:03:00 +0000,CNBCâ€™s Tech Check brings you the latest in tech news from CNBCâ€™s 1 Market in the heart of San Francisco.
AAPL,2018-05-02 15:00:00 +0000,"Scott Galloway, NYU Stern School of Business, and Eric Hippeau, Lerer Hippeau managing partner, discuss what's behind Apple's big beat and what investors should look forward to in the future."
AAPL,2018-05-02 14:53:40 +0000,"May.02 -- Michael Olson, senior research analyst at Piper Jaffray, discusses the outlook for Apple Inc. with Bloomberg's Vonnie Quinn and Caroline Hyde on &quot;Bloomberg Markets.&quot;"
AAPL,2018-05-02 14:52:06 +0000,"Michael Olson, senior research analyst at Piper Jaffray, discusses the outlook for Apple Inc. with Bloomberg's Vonnie Quinn and Caroline Hyde on ""Bloomberg Markets."" (Source: Bloomberg)"
AAPL,2018-05-02 14:48:00 +0000,"Apple and other manufacturers saw their smartphone market share rise in the first quarter as market leader Samsungâ€™s held fast, according to new data.  Barronâ€™s Next 50 stock Apple (AAPL), which reported fiscal Q2 financial results on Tuesday, saw Q1 smartphone shipments finish at 52.2 million, according to IDC, up from 50.8 million in last yearâ€™s quarter.  Its market share, at 15.5%, was up from 2.8% a year before."
AAPL,2018-05-02 14:44:26 +0000,"Garmin Ltd. (NASDAQ:GRMN) should be losing its uphill battle.  Apple Inc. (NASDAQ:AAPL) is still the sexy name in consumer-technology devices that do everything (including the GPS work that made Garmin famous), while Fitbit Inc (NYSE:FIT) is the scrappy up-and-comer that was willing to create a new product category.  In fact, GRMN stock is edging higher â€” again â€” in step with more quarterly revenue and earnings growth."
AAPL,2018-05-02 14:38:00 +0000,"Shares of Apple (AAPL) are higher Wednesday morning, as investors focused the company's upbeat earnings and dividend increase, rather than its lackluster iPhone sales forecast. It mayÂ no longer be the ..."
AAPL,2018-05-02 14:36:00 +0000,CNBC's Mike Santoli takes a look at corporate buybacks.
AAPL,2018-05-02 14:35:00 +0000,Apple Holding On To Strong Gain In Afternoon Trading
AAPL,2018-05-02 14:31:00 +0000,This product line can&apos;t be upgraded because of Intel&apos;s stumbles.
AAPL,2018-05-02 14:30:17 +0000,"Can Qualcomm as a Standalone Entity Add Value to Shareholders?  Letâ€™s see whatâ€™s causing the upheaval in the QTL (Qualcomm Technology Licensing) segment.  Qualcomm develops 3G and 4G technology and sells it directly to OEMs (original equipment manufacturers) or licenses the design, which is manufactured according to their specifications."
AAPL,2018-05-02 14:30:02 +0000,"IDC estimated that Apple (AAPL) would sell 8.0 million devices in 4Q17, indicating a market share of 21.0% and a rise of 57.5% in device sales during the quarter ended December 2017.  During the quarter, Garmin rose 4.7%.  Huawei rose 93.0% in shipments during 4Q17 and saw its market share rise to 4.3% from 2.4% in 4Q16."
AAPL,2018-05-02 14:29:00 +0000,"Here are some thingsÂ going on today inÂ the world of tech:  Appleâ€™s Revenge  Apple (AAPL) shares are up $6.99, or 4%, to $176.09, holding on to much of last nightâ€™s gains, after its fiscal Q2 results and outlook, and theÂ expanded capital-returns plan, were better than much of the worst speculation heading into the report.  Think of it as Appleâ€™s revenue on the naysayers.  More significant, perhaps, is that some are taking note of servicesÂ revenue, which took over as the growth engine, in the words of Morgan Stanleyâ€™s Katy Huberty, who has an Overweight rating on the shares, and a $200 price target."
AAPL,2018-05-02 14:24:00 +0000,"CNBC brings you fast, accurate, and actionable business news and market updates."
AAPL,2018-05-02 14:21:58 +0000,"For the last few weeks, all we heard about is how iPhone sales are going to be a disaster for Apple Inc. (NASDAQ:AAPL).  Experts in the media once again erroneously extrapolated bad news from an AAPL supplier, in this case Taiwan Semiconductor Manufacturing Company Limited (NYSE:TSM), into being a forecast of bad news in Apple results.  Some even said that Tim Cook would discontinue the iPhone X. Instead, Cook said the X remains their strongest performer."
AAPL,2018-05-02 14:21:00 +0000,"Going into Apple's earnings event last night, an investor would have thought that Apple was shutting down.  The hysterical shouting and screaming about channel checks, supply chain checks, China sales, India sales, iPhone X sales, AirPod sales, iPad sales, Mac sales and HomePod sales had slowed down to zero units.  There were price target cuts, estimates cuts, unit sales cuts and cuts on those estimate cuts and price target cuts."
AAPL,2018-05-02 14:19:02 +0000,This is the time for investors to snap up Apple shares and tap the value that the company has created over time.
AAPL,2018-05-02 14:11:33 +0000,"U.S. stocks fell on Wednesday as caution  set in ahead of the Federal Reserve's regular policy statement,  while strong results from Apple kept losses in check.  The S&P index recorded five new 52-week highs and 13 new  lows, while the Nasdaq recorded 34 new highs and 18 new lows."
AAPL,2018-05-02 14:11:18 +0000,"May.02 -- Gene Munster, co-founder of Loup Ventures, discusses surprises in Apple's results and previews Tesla results and projections for Model 3 production. He speaks on &quot;Bloomberg Daybreak: Americas.&quot;"
AAPL,2018-05-02 14:09:00 +0000,"Even as demand for iPhones remains strong, Apple's optimism proves a rising tide may not lift all boats."
AAPL,2018-05-02 14:03:00 +0000,"Jeffrey Kvaal, Nomura Securities, and Abhey Lamba, Mizuho Securities, discuss the latest beat from Apple as the stock soars."
AAPL,2018-05-02 14:01:00 +0000,CNBC's Josh Lipton on the latest Apple beat after topping expectations and announcing $100 billion dollar buyback.
AAPL,2018-05-02 14:00:02 +0000,Apple&apos;s (AAPL) second-quarter fiscal 2018 results benefit from growth in iPhone and Services segment.
AAPL,2018-05-02 13:51:45 +0000,"Ahead of the fiscal second-quarter report for Apple Inc. (NASDAQ:AAPL), there was quite a bit of anxiety.  Would the services business continue its robust strength?  Well, for the most part, the Apple earnings were fairly solid and AAPL stock responded."
AAPL,2018-05-02 13:49:07 +0000,"For Apple Inc. (NASDAQ:AAPL), the past several months have seen a steady drumbeat of worrisome reports about iPhone sales, especially for the flagship iPhone X. And the world smartphone market has stumbled, with sales dropping for the first time ever in Q4.  Despite the gloomy prospects, Apple pulled a rabbit out of its hat and delivered solid Q2 earnings, including iPhone sales that are up and big gains in revenue for its Services and Other Products divisions.  Apple investors were waiting for yesterdayâ€™s Q2 earning report with trepidation."
AAPL,2018-05-02 13:46:30 +0000,"Shares in the Cupertino, California firm had fallen 5 percent, or more than $40 billion (29.3 billion pounds) in market value, in the two weeks before the report, thanks largely to a soft outlook from Taiwan Semiconductor Manufacturing Co Ltd <2330.TW> which was read as pointing to weak demand for iPhones.  At least four brokerages raised their price targets for Apple stock.  ""iPhone unit sales were better than feared with our recently lowered estimates, and management highlighted consistent results in every geography with the iPhone X the top selling iPhone each week of the quarter,"" Canaccord Genuity analyst T. Michael Walkley said."
AAPL,2018-05-02 13:46:00 +0000,"The iPhone X was the most popular iPhone sold every week of Apple's most recent quarter, according to comments Tim Cook made to CNBC's Jim Cramer.  Analysts had suggested as early as Tuesday that Apple is killing the phone and that demand is waning -- fears that were proven unfounded.  Several analysts and banks have suggested in recent weeks that demand for Apple's most high-end iPhone, the iPhone X, has been waning."
AAPL,2018-05-02 13:46:00 +0000,"Apple earnings shined, but the ripple effect appears limited as investors await conclusion of the Fed meeting later today.  It used to seem like wherever Apple went, so went the marketâ€™s psychology.  Pre-market trading showed slight gains as investors reacted to Apple earnings, and markets in Europe rose after Asian stocks faltered slightly."
AAPL,2018-05-02 13:45:02 +0000,"U.S. stock-index benchmarks traded mostly flat Wednesday at at the open, as investors weighed a blowout quarter at Apple Inc. [a: AAPL] against worries about global trade and an expected policy statement from the Federal Reserve's rate-setting committee at 2 p.m. Eastern Time.  Meanwhile, the technology-laden Nasdaq Composite Index  was buoyed by Apple's quarterly results, trading at break-even levels, with a less than 0.1% decline at 7,124.  Apple's 3% share rise comes after the largest U.S. company by market capitalization, and a Dow component, late Tuesday posted better-than-anticipated earningsand revenue for the first quarter late Tuesday."
AAPL,2018-05-02 13:42:59 +0000,Lumentum Holdings popped after the supplier of 3D components to Apple early Wednesday reported fiscal third-quarter earnings and revenue that topped views and provided a June quarter outlook above consensus estimates.
AAPL,2018-05-02 13:40:00 +0000,"rose 3.3% after the iPhone maker's fiscal-second quarter earnings beat Wall Street estimates.  The Federal Reserve is expected to keep interest rates unchanged when it makes an announcement at 2 p.m. ET on Wednesday.  The private sector added 204,000 jobs in April, according to the ADP National Employment Report, which is a precursor to the official U.S. jobs report that will be released on Friday, May 4."
AAPL,2018-05-02 13:39:00 +0000,"Microsoft  and  Apple  are in talks with the  United Arab Emirates  government to lift its ban on Skype and FaceTime, which have been illegal in the Gulf country for years.  The talks come as Microsoft rolls out plans to build two data centers in Abu Dhabi and Dubai next year.  Microsoft  and  Apple  are in talks with the United Arab Emirates federal government to lift its ban on Skype and FaceTime, which have been illegal in the Gulf country for years."
AAPL,2018-05-02 13:35:54 +0000,"Exceeding its own expectations, the Sacramento Municipal Utility District has sold out all of the capacity available under its SolarShares program, which provides solar power for large commercial customers."
AAPL,2018-05-02 13:31:00 +0000,"Apple shares opened higher on Wednesday.  The company reported better-than-expected quarterly results and announced a $100 billion share repurchase program.  Apple gave revenue guidance for the current quarter of $51.5 billion to $53.5 billion, well above the midpoint of $51.61 billion expected by Thomson Reuters consensus."
AAPL,2018-05-02 13:29:01 +0000,"Among the companies with shares expected to trade actively in Wednesday's session are Apple, T-Mobile, Mastercard, Snap, CVS Health and Mondelez."
AAPL,2018-05-02 13:14:00 +0000,"Apple reported fiscal second quarter earnings above expectations Tuesday, despite a slight miss in its iPhone unit sales number versus estimates.  Morgan Stanley admits on Wednesday the firm was way off on its recently lowered iPhone sales forecasts.  Wall Street rarely likes to talk about its mistakes, but Apple AAPL analysts are now admitting in notes to clients that they repeatedly messed up their analysis and forecasts for the smartphone maker."
AAPL,2018-05-02 13:08:58 +0000,"Apple cheered investors with better-than-expected March-quarter results, which got a lift from robust services and wearables growth as iPhone sales disappointed."
AAPL,2018-05-02 13:02:25 +0000,"Apple Inc.â€™s growth in services and wearables and its surprisingly solid iPhone sales calmed the overdone negativity going into the quarter, analysts say, and sent shares higher Wednesday.  Fears that iPhone orders were slowing proved unfounded as the more expensive iPhone X was Appleâ€™s best-selling product through the quarter.  Management comments suggesting the higher-end pricing strategy worked gave Goldman Sachs confidence to raise estimates on average selling prices to levels last seen in late 2017."
AAPL,2018-05-02 13:02:00 +0000,The &quot;Squawk on the Street&quot; crew discuss Apple's quarterly earnings report.
AAPL,2018-05-02 13:00:17 +0000,"According to a report from China Times, Apple (AAPL) cut orders for its HomePod in March 2018.  Appleâ€™s HomePod was originally available for sale in December 2017.  According to Slice Intelligence, Apple accounted for ~33.0% of the smart speaker market in January."
AAPL,2018-05-02 12:56:39 +0000,"Thanks, tax reform!"
AAPL,2018-05-02 12:56:12 +0000,"How did the widely-favored FAAMNG stocks do in the first quarter? One of them was the cream of the crop, four have excellent upside potential, and one somehow disappointed."
AAPL,2018-05-02 12:26:12 +0000,"U.S. stock-index futures were mostly flat on Wednesday, although a blowout quarter at Apple helped to lift technology stocks in premarket trading, which in turn supported Nasdaq-100 futures.  Both the Dow and the S&P 500 futures indicated muted moves, however, as traders braced for a Federal Reserve policy statement, as well as ADPâ€™s monthly report on private-sector employment."
AAPL,2018-05-02 12:26:00 +0000,The Swiss Stock Market Inched Higher Ahead Of Fed Announcement
AAPL,2018-05-02 12:21:00 +0000,Apple is still impressive.  Apple impressed on multiple financial fronts but it was the performance of the executive team that got my attention.  CEO Tim Cook easily shot down any worries on the iPhone on the earnings call.
AAPL,2018-05-02 12:12:45 +0000,"Sign up here for The Morning Download, and get the most important news in business technology emailed to you each weekday morning.  Subscribe to WSJ Pro Cybersecurity for in-depth coverage on cybersecurity trends, breaches and best practices.  The social network on Tuesday introduced a set of business software integrations aimed at helping companies â€œmake their applications work better together,â€ù Julien Codorniou, Workplace vice president, tells CIO Journal."
AAPL,2018-05-02 12:06:14 +0000,Investors who fail to recognize the trigger for when to write a covered call option may be leaving money on the table.
AAPL,2018-05-02 12:04:00 +0000,The major positive about Apple is that it didn't miss estimates as many had anticipated.  There had been a steady stream of warnings from chip and component supplies about slowing smart phone sales but Apple indicated that it didn't see any major problems in iPhone X sales.  The theme this quarter for earnings reports has been for selling into gap-up opens created by good reports.
AAPL,2018-05-02 12:01:00 +0000,Here's a wrap of the top analyst opinion on Apple's earnings results.
AAPL,2018-05-02 12:00:00 +0000,Stocks Move To The Downside As Fed Announcement Looms - U.S. Commentary
AAPL,2018-05-02 12:00:00 +0000,"Tim Cook, CEO of Apple, just reported better earnings than expected.  After beating earnings estimates on Monday, Apple CEO Tim Cook said the U.S. and China symbiotic relationship will prove to be to important to wipe out, adding that he was ""very optimistic"" about the Trump Administration avoiding a trade war with the Chinese.  â€œChina and the U.S. have this unavoidable mutuality where China only wins if the US wins and the US only wins if China wins and the world only wins if China and the US winâ€ù, Cook said in Apple's earnings call on Tuesday."
AAPL,2018-05-02 12:00:00 +0000,"Ed Lee, Recode managing editor, discusses Apple's quarterly earnings report."
AAPL,2018-05-02 11:58:00 +0000,European Markets Climbed On Positive Corporate Earnings
AAPL,2018-05-02 11:55:00 +0000,"surprisingly strong second quarter earnings have boosted stocks in its European supply chain Wednesday, while its German-listed units surged, as investors rushed to return to chipmakers linked to the world's biggest tech company.  Apple posted a stronger-than-expected bottom line of $2.73 a share for the three months ending in March, the company's second quarter, and said revenues hit $61.1 billion thanks to the sales of 52.2 million iPhone units.  ""I don't buy the view that market's saturated,"" Apple CEO Tim Cook told investors on a conference call following the company's earnings last night."
AAPL,2018-05-02 11:50:13 +0000,"Shares of Apple Inc.  surged 4.4% in premarket trade Wednesday, to help push futures of the Dow Jones Industrial Average  into positive territory, on the back of a better-than-expected earnings report.  The price gain would add about 52 points to the Dow's price, and Dow futures  are up 12 points.  Apple was already the most valuable U.S. company with a market cap of $858.0 billion as of Tuesday's close, well above second-place Amazon.com Inc.  at $767.8 billion."
AAPL,2018-05-02 11:50:13 +0000,"Shares of Apple Inc.  surged 4.4% in premarket trade Wednesday, to help push futures of the Dow Jones Industrial Average  into positive territory, on the back of a better-than-expected earnings report.  The price gain would add about 52 points to the Dow's price, and Dow futures  are up 12 points.  Apple was already the most valuable U.S. company with a market cap of $858.0 billion as of Tuesday's close, well above second-place Amazon.com Inc.  at $767.8 billion."
AAPL,2018-05-02 11:49:47 +0000,"After Apple's latest results announcement, one could knock it yet again for its stable dependence on a single mature product â€“Â theÂ iPhone.  The 3 percent year-on-year iPhone unit shipment increase is good by Appleâ€™s recent standards, but not great compared with a few years ago, when 40 percent increases werenâ€™t out of reach.  One could also knock Apple for preferring to distribute its cash to shareholders rather than to spend it on innovation."
AAPL,2018-05-02 11:47:44 +0000,With its second quarter earnings release Apple NASDAQ AAPL squashed any concerns about its ability to continue growing its business The tech giant s already robust revenue growth rate accelerated yet again in its second quarter It also posted a strong 30 year over year increase
AAPL,2018-05-02 11:47:44 +0000,With its second quarter earnings release Apple NASDAQ AAPL squashed any concerns about its ability to continue growing its business The tech giant s already robust revenue growth rate accelerated yet again in its second quarter It also posted a strong 30 year over year increase
